Query,original_sexp,table_id
hoeveel elektriciteit is er verbruikt door warmtepompen in woningen in 2002,(VALUE (85523NED (MSR D002279 (WHERE (DIM Sector E007037) (DIM Warmtepompen A043945) (DIM TC 2002JJ00))))),85523NED
"Wat is het bruto eindverbruik van warmtepompen in utiliteitsgebouwen, kassen en stallen in 2020?",(VALUE (85523NED (MSR M006317 (WHERE (DIM Sector E007040) (DIM Warmtepompen T001364) (DIM TC 2020JJ00))))),85523NED
Hoeveel energie wordt er gebruikt in woningen met een warmtepomp in 2008?,(VALUE (85523NED (MSR M006317 (WHERE (DIM Sector E007037) (DIM Warmtepompen T001364) (DIM TC 2008JJ00))))),85523NED
Hoeveel warmtepompen waren er in 2003?,(VALUE (85523NED (MSR D002272 (WHERE (DIM Sector E007041) (DIM Warmtepompen T001364) (DIM TC 2003JJ00))))),85523NED
Hoeveel energie verbruikten bodemwarmtepompen in 2013?,(VALUE (85523NED (MSR D002279 (WHERE (DIM Sector E007041) (DIM Warmtepompen A043945) (DIM TC 2013JJ00))))),85523NED
"bruto warmteproductie van bodemwarmtepompen in utiliteitsgebouwen, kassen en stallen in 2009",(VALUE (85523NED (MSR D002278 (WHERE (DIM Sector E007040) (DIM Warmtepompen A043945) (DIM TC 2009JJ00))))),85523NED
bruto eindverbruik van warmtepompen in 2007 in gebouwen met bodemwarmte,(VALUE (85523NED (MSR M006317 (WHERE (DIM Sector E007041) (DIM Warmtepompen A043945) (DIM TC 2007JJ00))))),85523NED
"vermeden verbruik van fossiele energie door warmtepompen in utiliteitsgebouwen, kassen en stallen in 2005",(VALUE (85523NED (MSR M002281 (WHERE (DIM Sector E007040) (DIM Warmtepompen T001364) (DIM TC 2005JJ00))))),85523NED
hoeveel CO2 is er vermeden door lucht-lucht warmtepompen in 2012 in woningen,(VALUE (85523NED (MSR M002282 (WHERE (DIM Sector E007037) (DIM Warmtepompen A043949) (DIM TC 2012JJ00))))),85523NED
Hoeveel elektriciteit verbruikten warmtepompen buitenlucht-lucht in 2005 in gebouwen?,(VALUE (85523NED (MSR D002279 (WHERE (DIM Sector E007041) (DIM Warmtepompen A043949) (DIM TC 2005JJ00))))),85523NED
"Wat was het thermisch vermogen van buitenlucht warmtepompen voor utiliteitsgebouwen, kassen en stallen in 2014?",(VALUE (85523NED (MSR D002275 (WHERE (DIM Sector E007040) (DIM Warmtepompen A043948) (DIM TC 2014JJ00))))),85523NED
vermeden co2 emissie door warmtepompen in 2005,(VALUE (85523NED (MSR M002282 (WHERE (DIM Sector E007041) (DIM Warmtepompen A043950) (DIM TC 2005JJ00))))),85523NED
Wat was de bruto warmteproductie van lucht-lucht warmtepompen in 2002?,(VALUE (85523NED (MSR D002278 (WHERE (DIM Sector E007041) (DIM Warmtepompen A043949) (DIM TC 2002JJ00))))),85523NED
Hoeveel CO2-uitstoot werd er vermeden met warmtepompen in 2015?,(VALUE (85523NED (MSR M002282 (WHERE (DIM Sector E007041) (DIM Warmtepompen A043945) (DIM TC 2015JJ00))))),85523NED
"hoeveel buitenlucht-water warmtepompen waren er in 2009 voor utiliteitsgebouwen, kassen en stallen  die buiten gebruik zijn gesteld",(VALUE (85523NED (MSR D002271 (WHERE (DIM Sector E007040) (DIM Warmtepompen A043950) (DIM TC 2009JJ00))))),85523NED
Wat is het geïnstalleerd thermisch vermogen van buitenlucht-water warmtepompen in 1996?,(VALUE (85523NED (MSR D002276 (WHERE (DIM Sector E007041) (DIM Warmtepompen A043950) (DIM TC 1996JJ00))))),85523NED
"Hoeveel elektriciteit en aardgas verbruikten warmtepompen voor utiliteitsgebouwen, kassen en stallen in 2003?",(VALUE (85523NED (MSR D002279 (WHERE (DIM Sector E007040) (DIM Warmtepompen A043950) (DIM TC 2003JJ00))))),85523NED
Wat was het bruto eindverbruik van warmtepompen in 2001 in gebouwen?,(VALUE (85523NED (MSR M006317 (WHERE (DIM Sector E007041) (DIM Warmtepompen T001364) (DIM TC 2001JJ00))))),85523NED
Hoeveel geregistreerde diefstallen waren er in 2013 in de gemeente Dijk en Waard?,(VALUE (83651NED (MSR M004199_2 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1122) (DIM GC GM1980) (DIM TC 2013JJ00))))),83651NED
hoeveel opgehelderde diefstallen van bromfietsen/snorfietsen waren er in Den Helder in 2016,(VALUE (83651NED (MSR M005693_2 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1123) (DIM GC GM0400) (DIM TC 2016JJ00))))),83651NED
relatieve diefstallen in Rozendaal 2019,(VALUE (83651NED (MSR M004199_3 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1122) (DIM GC GM0277) (DIM TC 2019JJ00))))),83651NED
relatief opgehelderde diefstallen Molenwaard 2022,(VALUE (83651NED (MSR M005693_3 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM1927) (DIM TC 2022JJ00))))),83651NED
aantal verdachten van diefstal in Ten Boer in 2013,(VALUE (83651NED (MSR D003840 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM0009) (DIM TC 2013JJ00))))),83651NED
Hoeveel verdachten van fietsendiefstal waren er in 2011 in Westland?,(VALUE (83651NED (MSR D003840 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1122) (DIM GC GM1783) (DIM TC 2011JJ00))))),83651NED
wat is het percentage opgehelderde diefstallen in Liesveld van fietsen in 2019,(VALUE (83651NED (MSR M005693_3 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1122) (DIM GC GM0694) (DIM TC 2019JJ00))))),83651NED
hoeveel procent van de diefstallen in amstelveen is opgelost in 2018,(VALUE (83651NED (MSR M005693_3 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM0362) (DIM TC 2018JJ00))))),83651NED
Hoeveel geregistreerde diefstallen waren er op Noord-Beveland in 2021?,(VALUE (83651NED (MSR M004199_2 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM1695) (DIM TC 2021JJ00))))),83651NED
aantal verdachten van diefstal in Maashorst in 2014,(VALUE (83651NED (MSR D003840 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM1991) (DIM TC 2014JJ00))))),83651NED
Hoeveel verdachten zijn er geregistreerd van diefstal in Helmond in 2020?,(VALUE (83651NED (MSR D003840 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM0794) (DIM TC 2020JJ00))))),83651NED
hoeveel van de geregistreerde diefstallen van snorfietsen zijn opgelost in graafstroom in 2014,(VALUE (83651NED (MSR M005693_3 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1123) (DIM GC GM0693) (DIM TC 2014JJ00))))),83651NED
hoeveel opgehelderde diefstallen waren er in Delft van fietsen in 2018,(VALUE (83651NED (MSR M005693_3 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1122) (DIM GC GM0503) (DIM TC 2018JJ00))))),83651NED
Hoeveel diefstallen zijn geregistreerd in Langedijk in 2013?,(VALUE (83651NED (MSR M004199_2 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM0416) (DIM TC 2013JJ00))))),83651NED
hoeveel diefstallen waren er per 1000 inwoners in Oosterhout in 2017,(VALUE (83651NED (MSR M004199_4 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1122) (DIM GC GM0826) (DIM TC 2017JJ00))))),83651NED
hoeveel fietsendiefstallen zijn er opgelost in veenendaal in 2018,(VALUE (83651NED (MSR M005693_3 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1122) (DIM GC GM0345) (DIM TC 2018JJ00))))),83651NED
hoeveel diefstallen waren er in 2013 in Graft-De Rijp,(VALUE (83651NED (MSR M004199_2 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM0365) (DIM TC 2013JJ00))))),83651NED
relatief aantal geregistreerde diefstallen in 2012 in Delft,(VALUE (83651NED (MSR M004199_3 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM0503) (DIM TC 2012JJ00))))),83651NED
hoeveel bromfietsdiefstallen waren er in Bodegraven-Reeuwijk in 2014,(VALUE (83651NED (MSR D003840 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1123) (DIM GC GM1901) (DIM TC 2014JJ00))))),83651NED
hoeveel verdachten van diefstal waren er in Oost Gelre in 2016,(VALUE (83651NED (MSR D003840 (WHERE (DIM GebruikVanGeweld T001540) (DIM SoortDiefstal CRI1121) (DIM GC GM1586) (DIM TC 2016JJ00))))),83651NED
In welke provincie ligt Maarssenbroek?,(VALUE (70739ned (MSR PV0000_1 (WHERE (DIM GC GM1342))))),70739ned
welke provincie ligt waalwijk,(VALUE (70739ned (MSR PV0000_1 (WHERE (DIM GC GM0867))))),70739ned
wanneer werd Peize een zelfstandige gemeente,(VALUE (70739ned (MSR R00005_1 (WHERE (DIM GC GM0124))))),70739ned
welke provincie behoort rijssen-holten tot,(VALUE (70739ned (MSR PV0000_1 (WHERE (DIM GC GM1742))))),70739ned
Wat was de einddatum van IJzendijke?,(VALUE (70739ned (MSR R00006_2 (WHERE (DIM GC GM0730))))),70739ned
wanneer is het Rijneveld ontstaan,(VALUE (70739ned (MSR R00005_2 (WHERE (DIM GC GM0646))))),70739ned
Wanneer is de naam Graauw en Langendam veranderd in Graauw?,(VALUE (70739ned (MSR R00005_2 (WHERE (DIM GC GM0665))))),70739ned
Tot wanneer behoorde Nijmegen tot het Koninkrijk der Nederlanden?,(VALUE (70739ned (MSR R00006_2 (WHERE (DIM GC GM0268))))),70739ned
einddatum Pekela,(VALUE (70739ned (MSR R00006_1 (WHERE (DIM GC GM0765))))),70739ned
welke provincie hoorde bij Baarland,(VALUE (70739ned (MSR PV0000_1 (WHERE (DIM GC GM0651))))),70739ned
Schijndel einddatum,(VALUE (70739ned (MSR R00006_2 (WHERE (DIM GC GM0844))))),70739ned
In welke provincie ligt Franeker?,(VALUE (70739ned (MSR PV0000_1 (WHERE (DIM GC GM0069))))),70739ned
wat is de begindatum van oostzaan,(VALUE (70739ned (MSR R00005_2 (WHERE (DIM GC GM0431))))),70739ned
van welke provincie is diepenveen,(VALUE (70739ned (MSR PV0000_2 (WHERE (DIM GC GM0152))))),70739ned
wanneer werd de graven sloot gegraven,(VALUE (70739ned (MSR R00005_1 (WHERE (DIM GC GM1321))))),70739ned
Wanneer is Elkerzee verdwenen?,(VALUE (70739ned (MSR R00006_2 (WHERE (DIM GC GM1053))))),70739ned
wat is de gemeentecode van Rimburg,(VALUE (70739ned (MSR M003195 (WHERE (DIM GC GM1162))))),70739ned
Wat is de begindatum van IJsselmuiden?,(VALUE (70739ned (MSR R00005_2 (WHERE (DIM GC GM0191))))),70739ned
wat is de provincie van Spaarnwoude,(VALUE (70739ned (MSR PV0000_1 (WHERE (DIM GC GM1374))))),70739ned
Wat is de begindatum van Het Hogeland?,(VALUE (70739ned (MSR R00005_1 (WHERE (DIM GC GM1966))))),70739ned
wat is de provincie van de noordoostpolder,(VALUE (70739ned (MSR PV0000_1 (WHERE (DIM GC GM0171))))),70739ned
Wanneer is Valkenswaard ontstaan?,(VALUE (70739ned (MSR R00005_2 (WHERE (DIM GC GM0858))))),70739ned
wanneer werd Heinkenszand opgericht,(VALUE (70739ned (MSR R00005_2 (WHERE (DIM GC GM0672))))),70739ned
wat is de gebieds- of gemeentecode van Bocholtz,(VALUE (70739ned (MSR M003195 (WHERE (DIM GC GM0895))))),70739ned
Wat is de einddatum van Nieuwveen in Delfland?,(VALUE (70739ned (MSR R00006_1 (WHERE (DIM GC GM1349))))),70739ned
Wat waren de totale zorguitgaven in de brede zin van het begrip in 2007 voor aanbieders van verpleging en verzorging?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041729) (DIM Zorgfinanciering A019151) (DIM TC 2007JJ00))))),84053NED
Wat waren de zorguitgaven voor therapeutische middelen in 2015?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041735) (DIM Zorgfinanciering A019156) (DIM TC 2015JJ00))))),84053NED
Hoeveel bedroegen de totale zorguitgaven in 2009?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041723) (DIM Zorgfinanciering A019164) (DIM TC 2009JJ00))))),84053NED
totale zorguitgaven in 2002 aan algemene ziekenhuizen,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A044357) (DIM Zorgfinanciering A019151) (DIM TC 2002JJ00))))),84053NED
Wat waren de zorguitgaven in 2016 aan kinderopvang?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041739) (DIM Zorgfinanciering A019156) (DIM TC 2016JJ00))))),84053NED
Wat zijn de uitgaven voor de verpleging en verzorging vanuit de zorgverzekeringswet in 1998?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041729) (DIM Zorgfinanciering A019156) (DIM TC 1998JJ00))))),84053NED
Hoeveel bedroegen de eigen betalingen bij tandartsenpraktijken in 2019?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041727) (DIM Zorgfinanciering A019163) (DIM TC 2019JJ00))))),84053NED
Wat waren de directe eigen betalingen van de zorguitgaven in brede zin voor verpleging en verzorging in 2009?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041729) (DIM Zorgfinanciering A019164) (DIM TC 2009JJ00))))),84053NED
wat zijn de totale zorguitgaven voor de geestelijke gezondheidszorg die door de overheid worden gefinancierd in 2022,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041725) (DIM Zorgfinanciering A019151) (DIM TC 2022JJ00))))),84053NED
zorguitgaven gehandicaptenzorg 2013,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041730) (DIM Zorgfinanciering A019151) (DIM TC 2013JJ00))))),84053NED
wat waren de zorguitgaven voor beleids- en beheerorganisaties van de overheid in 2018,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041742) (DIM Zorgfinanciering A019151) (DIM TC 2018JJ00))))),84053NED
Hoeveel geld is er in 2019 naar de geestelijke gezondheidszorg gegaan?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041725) (DIM Zorgfinanciering T001103) (DIM TC 2019JJ00))))),84053NED
Wat waren de uitgaven aan gehandicaptenzorg in 2010?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041730) (DIM Zorgfinanciering A019154) (DIM TC 2010JJ00))))),84053NED
wat waren de zorguitgaven aan overige aanbieders medisch specialistische zorg in 2018 vanuit de zorgverzekeringswet,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A044359) (DIM Zorgfinanciering A019156) (DIM TC 2018JJ00))))),84053NED
Zorguitgaven beleids- en beheerorganisaties overheid 2006,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041742) (DIM Zorgfinanciering A019151) (DIM TC 2006JJ00))))),84053NED
Hoeveel gaf de overheid uit aan preventie in 1999?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A044360) (DIM Zorgfinanciering A019151) (DIM TC 1999JJ00))))),84053NED
Wat zijn de totale zorguitgaven binnen het UMC in 2017?,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A044358) (DIM Zorgfinanciering A019158) (DIM TC 2017JJ00))))),84053NED
wat zijn de zorguitgaven voor het eigen risico in 2016,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041742) (DIM Zorgfinanciering A019165) (DIM TC 2016JJ00))))),84053NED
wat waren de totale uitgaven in de WJK in 2012,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041738) (DIM Zorgfinanciering A019156) (DIM TC 2012JJ00))))),84053NED
totale zorguitgaven van de overheid in 2020,(VALUE (84053NED (MSR M006827 (WHERE (DIM Zorgaanbieders A041742) (DIM Zorgfinanciering A019151) (DIM TC 2020JJ00))))),84053NED
Wat is de aardgasproductie door toevoegen van biogas van stortplaatsen in 2016?,(VALUE (82004NED (MSR M002266 (WHERE (DIM Technieken E006673) (DIM TC 2016JJ00))))),82004NED
hoeveel elektriciteit is er opgewekt uit biomassa houtskool in 2016,(VALUE (82004NED (MSR M002264_1 (WHERE (DIM Technieken E006668) (DIM TC 2016JJ00))))),82004NED
Hoeveel biomassa werd er verbrand in afvalverbrandingsinstallaties 2009?,(VALUE (82004NED (MSR M002261 (WHERE (DIM Technieken E006661) (DIM TC 2009JJ00))))),82004NED
Wat is de bruto elektriciteitsproductie in kWh in 2002 in afvalverbrandingsinstallaties?,(VALUE (82004NED (MSR M002264_1 (WHERE (DIM Technieken E006661) (DIM TC 2002JJ00))))),82004NED
wat was het eindverbruik van vloeibare biobrandstof in 1998,(VALUE (82004NED (MSR M002262 (WHERE (DIM Technieken E006677) (DIM TC 1998JJ00))))),82004NED
Hoeveel biomassa verbruikten huishoudens in 1997 in pelletkachels?,(VALUE (82004NED (MSR M002259_2 (WHERE (DIM Technieken E007204) (DIM TC 1997JJ00))))),82004NED
bruto elektriciteitsproductie uit vloeibare biotransportbrandstof in 2018,(VALUE (82004NED (MSR M002264_2 (WHERE (DIM Technieken E006677) (DIM TC 2018JJ00))))),82004NED
bruto elektriciteitsproductie uit biomassa door biomassaketels in 2007,(VALUE (82004NED (MSR M002264_1 (WHERE (DIM Technieken E006671) (DIM TC 2007JJ00))))),82004NED
hoeveel warmte produceren biomassaketels voor bedrijven in 1993,(VALUE (82004NED (MSR M002265 (WHERE (DIM Technieken E006671) (DIM TC 1993JJ00))))),82004NED
Wat is de bruto elektriciteitsproductie uit biomassa door afvalverbrandingsinstallaties in 2022?,(VALUE (82004NED (MSR M002264_2 (WHERE (DIM Technieken E006661) (DIM TC 2022JJ00))))),82004NED
verbruik van houtskool door huishoudens in 2007,(VALUE (82004NED (MSR M002259_2 (WHERE (DIM Technieken E006668) (DIM TC 2007JJ00))))),82004NED
Hoeveel biomassa werd er verbruikt door huishoudens in 1991 voor pelletkachels?,(VALUE (82004NED (MSR M002261 (WHERE (DIM Technieken E007204) (DIM TC 1991JJ00))))),82004NED
Hoeveel biomassa werd er vergist tot biogas in 2022?,(VALUE (82004NED (MSR M002261 (WHERE (DIM Technieken E006675) (DIM TC 2022JJ00))))),82004NED
Hoeveel biomassa is er in 2013 verbrand in afvalverbrandingsinstallaties?,(VALUE (82004NED (MSR M002265 (WHERE (DIM Technieken E006661) (DIM TC 2013JJ00))))),82004NED
totaal verbruik van biomassa door bedrijven in 2003,(VALUE (82004NED (MSR M002260 (WHERE (DIM Technieken E006669) (DIM TC 2003JJ00))))),82004NED
bruto elektriciteitsproductie uit biomassa in afvalverbrandingsinstallaties in 2004,(VALUE (82004NED (MSR M002264_1 (WHERE (DIM Technieken E006661) (DIM TC 2004JJ00))))),82004NED
Hoeveel energie is er uit biomassa geproduceerd in 2013?,(VALUE (82004NED (MSR M002266 (WHERE (DIM Technieken E006566) (DIM TC 2013JJ00))))),82004NED
hoeveel aardgas werd er in 1993 geproduceerd uit biomassa?,(VALUE (82004NED (MSR M002266 (WHERE (DIM Technieken E006566) (DIM TC 1993JJ00))))),82004NED
Hoeveel biomassa is er verbruikt voor toevoeging aan het aardgasnet vanuit afvalverbrandingsinstallaties in 2019?,(VALUE (82004NED (MSR M002261 (WHERE (DIM Technieken E006661) (DIM TC 2019JJ00))))),82004NED
verbruik van vloeibare biotransportbrandstof in 2020,(VALUE (82004NED (MSR M002261 (WHERE (DIM Technieken E006677) (DIM TC 2020JJ00))))),82004NED
percentage van de 65-plussers met 1 of meer langdurige aandoeningen in Staphorst,(VALUE (85563NED (MSR D004383 (WHERE (DIM Leeftijd 80200) (DIM Marges MOG0095) (DIM GC GM0180))))),85563NED
Hoeveel mensen geven mantelzorg van 16 jaar of ouder in Voorschoten?,(VALUE (85563NED (MSR M005895 (WHERE (DIM Leeftijd 10000) (DIM Marges MBG0095) (DIM GC GM0626))))),85563NED
aantal 65-plussers in Drenthe met matig overgewicht in 2022,(VALUE (85563NED (MSR A027871 (WHERE (DIM Leeftijd 80200) (DIM Marges MW00000) (DIM GC PV22))))),85563NED
Wat is het percentage ondergewicht bij ouderen in Deventer?,(VALUE (85563NED (MSR A027869 (WHERE (DIM Leeftijd 80200) (DIM Marges MBG0095) (DIM GC GM0150))))),85563NED
Hoeveel zware mantelzorgers zijn er onder 65-plussers in de regio Kennemerland?,(VALUE (85563NED (MSR M005919 (WHERE (DIM Leeftijd 80200) (DIM Marges MW00000) (DIM GC GG3109))))),85563NED
hoeveel mensen met matig overgewicht wonen er in Hengelo,(VALUE (85563NED (MSR A027871 (WHERE (DIM Leeftijd 10000) (DIM Marges MBG0095) (DIM GC GM0164))))),85563NED
hoeveel mensen met ondergewicht waren er in de regio Zuid-Holland Zuid in 2022,(VALUE (85563NED (MSR A027869 (WHERE (DIM Leeftijd 10000) (DIM Marges MBG0095) (DIM GC GG4816))))),85563NED
wat is het percentage wekelijkse sporters van 18 jaar of ouder in Nederland,(VALUE (85563NED (MSR M005915 (WHERE (DIM Leeftijd 10000) (DIM Marges MBG0095) (DIM GC NL01))))),85563NED
Hoeveel mensen met ondergewicht zijn er in Uithoorn?,(VALUE (85563NED (MSR A027869 (WHERE (DIM Leeftijd 10000) (DIM Marges MBG0095) (DIM GC GM0451))))),85563NED
Hoeveel ouderen in West Betuwe hebben ernstig overgewicht?,(VALUE (85563NED (MSR A027872 (WHERE (DIM Leeftijd 80200) (DIM Marges MOG0095) (DIM GC GM1960))))),85563NED
percentage sporters in Huizen tussen de 18 en 65 jaar,(VALUE (85563NED (MSR M005915 (WHERE (DIM Leeftijd 53115) (DIM Marges MOG0095) (DIM GC GM0406))))),85563NED
Wat is het percentage ouderen met matig overgewicht in Hillegom?,(VALUE (85563NED (MSR A027871 (WHERE (DIM Leeftijd 80200) (DIM Marges MOG0095) (DIM GC GM0534))))),85563NED
Hoeveel zwaar belaste mantelzorgers waren er in Apeldoorn in 2022?,(VALUE (85563NED (MSR M005919 (WHERE (DIM Leeftijd 10000) (DIM Marges MOG0095) (DIM GC GM0200))))),85563NED
hoeveel mensen van 18 tot 65 jaar hadden ondergewicht in Rotterdam-Rijnmond,(VALUE (85563NED (MSR A027869 (WHERE (DIM Leeftijd 53115) (DIM Marges MW00000) (DIM GC GG4607))))),85563NED
Wat is het percentage van ouderen met ondergewicht in Elburg?,(VALUE (85563NED (MSR A027869 (WHERE (DIM Leeftijd 80200) (DIM Marges MOG0095) (DIM GC GM0230))))),85563NED
percentage mantelzorgers in de leeftijdsgroep 16 jaar of ouder in Bodegraven-Reeuwijk 2022,(VALUE (85563NED (MSR M005565 (WHERE (DIM Leeftijd 10000) (DIM Marges MBG0095) (DIM GC GM1901))))),85563NED
Hoeveel ouderen in Venlo hebben psychische klachten?,(VALUE (85563NED (MSR M007926 (WHERE (DIM Leeftijd 80200) (DIM Marges MOG0095) (DIM GC GM0983))))),85563NED
aantal mensen in de leeftijdsgroep 65 jaar of ouder met overgewicht in Rucphen,(VALUE (85563NED (MSR A048261 (WHERE (DIM Leeftijd 80200) (DIM Marges MOG0095) (DIM GC GM0840))))),85563NED
percentage zwaar belaste mantelzorgers in Renswoude,(VALUE (85563NED (MSR M005919 (WHERE (DIM Leeftijd 10000) (DIM Marges MOG0095) (DIM GC GM0339))))),85563NED
hoeveel uur mantelzorg geven naar leeftijd in Kennemerland 2022,(VALUE (85563NED (MSR M005895 (WHERE (DIM Leeftijd 80200) (DIM Marges MBG0095) (DIM GC GG3109))))),85563NED
percentage sporters in Gilze en Rijen tussen de 18 en 65 jaar,(VALUE (85563NED (MSR M005915 (WHERE (DIM Leeftijd 53115) (DIM Marges MBG0095) (DIM GC GM0784))))),85563NED
Hoeveel mensen sporten wekelijks in Brielle?,(VALUE (85563NED (MSR M005915 (WHERE (DIM Leeftijd 10000) (DIM Marges MOG0095) (DIM GC GM0501))))),85563NED
Hoeveel inwoners van Oostzaan ervaren hun gezondheid als goed of zeer goed?,(VALUE (85563NED (MSR D005390 (WHERE (DIM Leeftijd 10000) (DIM Marges MW00000) (DIM GC GM0431))))),85563NED
Hoeveel 65-plussers in Stadskanaal hebben matig overgewicht?,(VALUE (85563NED (MSR A027871 (WHERE (DIM Leeftijd 80200) (DIM Marges MW00000) (DIM GC GM0037))))),85563NED
Wat is het percentage alcoholgebruik onder 65-plussers in Tynaarlo?,(VALUE (85563NED (MSR M006109 (WHERE (DIM Leeftijd 80200) (DIM Marges MOG0095) (DIM GC GM1730))))),85563NED
Hoeveel personen met een indicatie voor zorg met verblijf op basis van een pgb hadden zzp 3 ZG auditief?,(VALUE (84529NED (MSR M007592_1 (WHERE (DIM IndicatieGrondslag T001469) (DIM LeveringsvormZorg A047807) (DIM Zorgzwaartepakket A041979) (DIM TC 2021JJ00))))),84529NED
aantal personen met een vpt voor zzp 6 op peildatum 2016 met een verstandelijke handicap,(VALUE (84529NED (MSR M007592_2 (WHERE (DIM IndicatieGrondslag A046440) (DIM LeveringsvormZorg A041931) (DIM Zorgzwaartepakket A041956) (DIM TC 2016JJ00))))),84529NED
aantal personen met een Wlz indicatie voor zorg met een pgb op basis van de leveringsvorm vpt met een zzp B voor psychogeriatrische aandoeningen in 2021,(VALUE (84529NED (MSR M007592_2 (WHERE (DIM IndicatieGrondslag A046437) (DIM LeveringsvormZorg A045008) (DIM Zorgzwaartepakket A041982) (DIM TC 2021JJ00))))),84529NED
personen met een visuele handicap die in 2015 wonen met zeer intensieve zorg (zzp 5),(VALUE (84529NED (MSR M007592_2 (WHERE (DIM IndicatieGrondslag A046439) (DIM LeveringsvormZorg A047371) (DIM Zorgzwaartepakket A041976) (DIM TC 2015JJ00))))),84529NED
hoeveel personen met een verstandelijke handicap hadden een indicatie voor Wlz-zorg in 2021 zonder behandeling en verblijf met zeer intensieve begeleiding?,(VALUE (84529NED (MSR M007592_2 (WHERE (DIM IndicatieGrondslag A046440) (DIM LeveringsvormZorg A048028) (DIM Zorgzwaartepakket A041971) (DIM TC 2021JJ00))))),84529NED
personen met een zintuiglijke handicap zonder indicatie voor zzp 7 in 2018,(VALUE (84529NED (MSR M007592_2 (WHERE (DIM IndicatieGrondslag A046441) (DIM LeveringsvormZorg A048028) (DIM Zorgzwaartepakket A041971) (DIM TC 2018JJ00))))),84529NED
Hoeveel mensen met een licht verstandelijke beperking hadden een modulair pakket thuis in 2018?,(VALUE (84529NED (MSR M007592_1 (WHERE (DIM IndicatieGrondslag A046436) (DIM LeveringsvormZorg A041932) (DIM Zorgzwaartepakket A041960) (DIM TC 2018JJ00))))),84529NED
aantal personen met een indicatie voor beschut wonen met enige begeleiding in 2018,(VALUE (84529NED (MSR M007592_2 (WHERE (DIM IndicatieGrondslag A046437) (DIM LeveringsvormZorg T001306) (DIM Zorgzwaartepakket A041938) (DIM TC 2018JJ00))))),84529NED
aantal personen met indicatie voor langdurige zorg met een combinatie van zorg in natura en een pgb met een zorgzwaartepakket voor lichamelijk gehandicapten met enige begeleiding in 2021,(VALUE (84529NED (MSR M007592_1 (WHERE (DIM IndicatieGrondslag A046439) (DIM LeveringsvormZorg A047807) (DIM Zorgzwaartepakket A041967) (DIM TC 2021JJ00))))),84529NED
